Movie_Name,Release_Period,Whether_Remake,Whether_Franchise,Genre,New_Actor,New_Director,New_Music_Director,Lead_Star,Director,Music_Director,Screens,Budget,Revenue,Profit_Factor,Year,Duration,Rating,Votes
Bheja Fry,Holiday,No,No,comedy,No,Yes,No,Vinay Pathak,Sagar Ballary,Sagar Desai,120,15000000,125800000,8.386666667,2007,95,7.6,11444
Aashiqui 2,Normal,Yes,No,love_story,No,No,No,Aditya Roy Kapoor,Mohit Suri,Mithoon,1150,150000000,1093800000,7.292,2013,132,7.0,27357
Tanu Weds Manu Returns,Normal,No,Yes,rom__com,No,No,Yes,R. Madhavan,Anand L. Rai,Surj RDB,2150,390000000,2436435000,6.247269231,2015,128,7.6,26843
Vivah,Normal,No,No,drama,No,No,No,Shahid Kapoor,Sooraj Barjatya,Ravindra Jain,200,80000000,495600000,6.195,2006,160,6.6,9288
Vicky Donor,Normal,No,No,comedy,Yes,No,Yes,Ayushman Khurana,Shoojit Sircar,Rochak Kohli,575,100000000,613200000,6.132,2012,126,7.8,40589
Malamaal Weekly,Normal,No,No,comedy,No,No,Yes,Riteish Deshmukh,Priyadarshan,Uttankk V. Vorra,300,70000000,427680000,6.109714286,2006,137,7.0,6120
Dabangg,Holiday,No,No,action,No,Yes,No,Salman Khan,Abhinav Kashyap,Sajid - Wajid,1900,410000000,2192700000,5.34804878,2010,126,6.2,30194
Dangal,Holiday,No,No,drama,No,No,No,Aamir Khan,Nitish Tiwari,Pritam,4250,1320000000,7024750000,5.321780303,2016,161,8.4,165074
Murder 2,Normal,No,Yes,thriller,No,No,No,Emraan Hashmi,Mohit Suri,Mithoon,1300,130000000,678450000,5.218846154,2011,127,6.2,6662
Salaam Namaste,Normal,No,No,rom__com,No,Yes,No,Saif Ali Khan,Siddharth Anand,Vishal - Shekhar,325,110000000,572300000,5.202727273,2005,158,6.2,6981
Bunty Aur Babli,Normal,No,No,comedy,No,No,No,Abhishek Bachchan,Shaad Ali,Shankar - Ehsaan - Loy,475,125000000,637405000,5.09924,2005,170,6.2,6550
PK,Normal,No,No,drama,No,No,No,Aamir Khan,Rajkumar Hirani,Ajay - Atul,3600,1220000000,6160362500,5.049477459,2014,153,8.1,168150
Bajrangi Bhaijaan,Holiday,No,No,masala,No,No,No,Salman Khan,Kabir Khan,Pritam,4100,1250000000,6039940000,4.831952,2015,163,8.0,78448
Kahaani,Normal,No,No,thriller,No,No,No,Vidya Balan,Sujoy Ghosh,Vishal - Shekhar,1100,200000000,917100000,4.5855,2012,122,8.1,59060
Kyaa Kool Hai Hum,Holiday,No,No,comedy,No,No,No,Tusshar Kapoor,Sangeeth Sivan,Anu Malik,250,50000000,228500000,4.57,2005,172,6.1,3296
3 Idiots,Holiday,No,No,drama,No,No,No,Aamir Khan,Rajkumar Hirani,Shantanu Moitra,1750,770000000,3491035000,4.533811688,2009,170,8.4,357889
Kis Kisko Pyaar Karoon,Holiday,No,No,comedy,No,No,Yes,Kapil Sharma,Abbas - Mustan,Dr. Zeus,1700,160000000,716000000,4.475,2015,133,5.7,5679
Badrinath Ki Dulhania,Holiday,No,Yes,love_story,No,No,Yes,Varun Dhawan,Shashank Khaitan,Akhil Sachdeva,2800,440000000,1948152500,4.427619318,2017,139,6.1,10865
Neerja,Holiday,No,No,drama,No,Yes,Yes,Sonam Kapoor,Ram Madhvani,Vishal Khurana,1000,280000000,1187190000,4.239964286,2016,122,7.6,21470
Queen,Normal,No,No,drama,No,Yes,No,Kangana Ranaut,Vikas Bahl,Amit Trivedi,800,230000000,974180000,4.235565217,2013,146,8.2,61852
Rab Ne Bana Di Jodi,Normal,No,No,love_story,No,No,No,Shahrukh Khan,Aditya Chopra,Salim - Sulaiman,1350,390000000,1574175000,4.036346154,2008,167,7.2,44985
Pyaar Ka Punchnama 2,Normal,No,Yes,comedy,No,No,No,Kartik Tiwari,Luv Ranjan,Hitesh Sonik,1400,220000000,881767500,4.008034091,2015,137,7.2,14259
Hindi Medium,Normal,No,No,comedy,No,No,No,Irrfan Khan,Saket Chaudhary,Sachin - Jigar,1050,230000000,918550000,3.993695652,2017,132,7.9,24676
Sultan,Holiday,No,No,masala,No,No,No,Salman Khan,Ali Abbas Zafar,Vishal - Shekhar,4350,1450000000,5772875000,3.981293103,2016,170,7.0,41777
Delhi Belly,Holiday,No,No,comedy,No,Yes,No,Imran Khan,Abhinay Deo,Ram Sampath,1250,230000000,911950000,3.965,2011,103,7.6,28299
Yeh Jawaani Hai Deewani,Normal,No,No,love_story,No,No,No,Ranbir Kapoor,Ayan Mukherji,Pritam,2900,750000000,2956130000,3.941506667,2013,160,7.1,39863
Fukrey Returns,Normal,No,Yes,comedy,No,No,Yes,Pulkit Samrat,Mrighdeep Singh Lamba,Shree - Isshq,1500,290000000,1122805000,3.871741379,2017,141,6.5,4890
2 States,Holiday,No,No,love_story,No,Yes,No,Arjun Kapoor,Abhishek Varman,Shankar - Ehsaan - Loy,1900,450000000,1729900000,3.844222222,2014,149,6.9,24034
Phir Hera Pheri,Normal,No,Yes,comedy,No,No,No,Akshay Kumar,Neeraj Vora,Himesh Reshammiya,575,180000000,691200000,3.84,2006,153,7.0,19525
Grand Masti,Holiday,No,Yes,comedy,No,No,No,Riteish Deshmukh,Indra Kumar,Sanjeev - Darshan,2100,340000000,1305110000,3.838558824,2013,137,4.4,5921
Guru,Holiday,No,No,drama,No,No,No,Abhishek Bachchan,Mani Ratnam,A.R. Rehman,650,220000000,836710000,3.803227273,2007,166,7.7,22476
Jism 2,Holiday,No,Yes,thriller,Yes,No,Yes,Sunny Leone,Pooja Bhatt,Munish Makhija,1700,130000000,492575000,3.789038462,2012,130,3.0,3290
The Dirty Picture,Normal,No,No,drama,No,No,No,Vidya Balan,Milan Luthria,Vishal - Shekhar,1600,310000000,1169997500,3.774185484,2011,144,6.6,8931
Pink,Normal,No,No,drama,No,Yes,No,Amitabh Bachchan,Aniruddha Roy Chowdhury,Anupam Roy,1000,290000000,1093780000,3.771655172,2016,136,8.1,40953
Kapoor & Sons,Normal,No,No,drama,No,No,No,Sidharth Malhotra,Shakun Batra,Amal Malik,1500,380000000,1432855000,3.770671053,2016,132,7.7,23991
Om Shanti Om,Holiday,No,No,masala,No,No,No,Shahrukh Khan,Farah Khan,Vishal - Shekhar,1200,400000000,1498725000,3.7468125,2007,162,6.7,40120
Ghajini,Holiday,Yes,No,action,No,Yes,No,Aamir Khan,A.R. Murugadoss,A.R. Rehman,1550,520000000,1945820000,3.741961538,2008,186,7.3,57604
Dhoom 2,Holiday,No,Yes,action,No,No,No,Hrithik Roshan,Sanjay Gadhvi,Pritam,1000,420000000,1513890000,3.6045,2006,152,6.5,24610
Partner,Normal,Yes,No,comedy,No,No,No,Salman Khan,David Dhawan,Sajid - Wajid,1100,280000000,1009115000,3.603982143,2007,155,5.8,11787
Fanaa,Normal,No,No,love_story,No,No,No,Aamir Khan,Kunal Kohli,Jatin - Lalit,650,300000000,1054800000,3.516,2006,168,7.2,31437
Rang De Basanti,Holiday,No,No,drama,No,No,No,Aamir Khan,Rakesh Omprakash Mehra,A.R. Rehman,600,280000000,979080000,3.496714286,2006,167,8.1,114446
Barfi!,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Anurag Basu,Pritam,1250,500000000,1747380000,3.49476,2012,151,8.1,77377
Singham,Normal,Yes,No,action,No,No,No,Ajay Devgn,Rohit Shetty,Ajay - Atul,2050,410000000,1413035000,3.446426829,2019,141,5.5,96
Chennai Express,Holiday,No,No,masala,No,No,Yes,Shahrukh Khan,Rohit Shetty,Honey Singh,3600,1150000000,3959242500,3.442819565,2013,141,6.0,50307
Baaghi,Holiday,No,No,action,No,No,No,Tiger Shroff,Sabbir Khan,Ankit Tiwari,2750,370000000,1269662500,3.43152027,2016,133,5.2,7912
Jab We Met,Holiday,No,No,rom__com,No,No,No,Shahid Kapoor,Imtiaz Ali,Pritam,475,150000000,509380000,3.395866667,2007,138,7.9,49012
Golmaal 3,Holiday,No,Yes,comedy,No,No,No,Ajay Devgn,Rohit Shetty,Pritam,1750,500000000,1695635000,3.39127,2010,155,5.5,7644
Humpty Sharma Ki Dulhania,Normal,No,No,rom__com,No,Yes,No,Varun Dhawan,Shashank Khaitan,Sachin - Jigar,1950,330000000,1107600000,3.356363636,2014,133,6.0,11840
Ek Tha Tiger,Holiday,No,No,action,No,No,No,Salman Khan,Kabir Khan,Sajid - Wajid,3200,920000000,3083150000,3.35125,2012,132,5.5,31627
Bodyguard,Holiday,Yes,No,action,No,Yes,No,Salman Khan,Siddique,Himesh Reshammiya,2750,700000000,2343900000,3.348428571,2011,130,4.7,23602
Peepli [Live],Holiday,No,No,drama,Yes,Yes,No,Omkar Das Manikpuri,Anusha Rizvi,Ram Sampath,825,140000000,468525000,3.346607143,2010,95,7.4,11954
Ragini MMS 2,Normal,No,Yes,horror,No,No,No,Sunny Leone,Bhushan Patel,Chirantan Bhatt,2300,190000000,632945000,3.331289474,2014,119,3.8,2740
Ishaqzaade,Normal,No,No,love_story,Yes,No,No,Arjun Kapoor,Habib Faisal,Amit Trivedi,1100,190000000,630500000,3.318421053,2012,120,6.5,7145
Judwaa 2,Holiday,No,Yes,masala,No,No,No,Varun Dhawan,David Dhawan,Sajid - Wajid,3500,630000000,2066477500,3.280123016,2017,145,3.6,9622
Bluffmaster,Normal,No,No,thriller,No,No,No,Abhishek Bachchan,Rohan Sippy,Vishal - Shekhar,350,100000000,327100000,3.271,2005,137,6.6,5950
I Hate Luv Storys,Normal,No,No,love_story,No,Yes,Yes,Imran Khan,Punit Malhotra,Vishal - Shekhar,1050,230000000,739957500,3.217206522,2010,129,5.6,7675
Garam Masala,Holiday,Yes,No,comedy,No,No,No,Akshay Kumar,Priyadarshan,Pritam,550,170000000,546517500,3.214808824,2005,146,6.7,14431
Jolly LLB,Normal,No,No,comedy,No,No,No,Arshad Warsi,Subhash Kapoor,Krsna,875,135000000,432900000,3.206666667,2013,135,7.5,18466
Kyaa Super Kool Hain Hum,Normal,No,Yes,comedy,No,No,No,Tusshar Kapoor,Sachin Yardi,Sachin - Jigar,1400,190000000,607725000,3.198552632,2012,136,4.9,3748
Krrish,Normal,No,No,action,No,No,No,Hrithik Roshan,Rakesh Roshan,Rajesh Roshan,950,400000000,1265587500,3.16396875,2006,154,6.4,19091
Jannat 2,Holiday,No,Yes,thriller,No,No,No,Emraan Hashmi,Kunal Deshmukh,Pritam,2050,200000000,630910000,3.15455,2012,150,6.2,5333
Hate Story 3,Normal,No,Yes,thriller,No,No,Yes,Zarine Khan,Vishal Pandya,Baman,2600,200000000,622125000,3.110625,2015,126,4.5,3047
Bhaag Milkha Bhaag,Normal,No,No,drama,No,No,No,Farhan Akhtar,Rakesh Omprakash Mehra,Shankar - Ehsaan - Loy,1650,530000000,1637800000,3.090188679,2013,186,8.2,62636
No Entry,Holiday,No,No,comedy,No,No,No,Anil Kapoor,Anees Bazmee,Anu Malik,600,240000000,741350000,3.088958333,2005,158,6.6,11195
Lipstick Under My Burkha,Normal,No,No,drama,No,No,Yes,Konkona Sen Sharma,Alankrita Shrivastava,Zubunnisa Bangash,500,70000000,215600000,3.08,2016,117,6.8,6373
Krrish 3,Holiday,No,Yes,action,No,No,No,Hrithik Roshan,Rakesh Roshan,Rajesh Roshan,3500,950000000,2915240000,3.068673684,2013,152,5.2,21272
Phoonk,Holiday,No,No,horror,Yes,No,No,Sudeep,Ram Gopal Verma,Bappi - Tutal,400,45000000,136200000,3.026666667,2008,110,3.9,1265
English Vinglish,Normal,No,No,drama,No,Yes,No,Sridevi,Gauri Shinde,Amit Trivedi,700,260000000,785625000,3.021634615,2012,134,7.8,34289
Page 3,Holiday,No,No,drama,Yes,No,Yes,Konkona Sen Sharma,Madhur Bhandarkar,Shamir Tandon,50,42500000,128393750,3.021029412,2005,139,7.3,6712
Dear Zindagi,Normal,No,No,drama,No,No,Yes,Alia Bhatt,Gauri Shinde,Amit Trivedi,1150,460000000,1389137500,3.01986413,2016,151,7.5,37149
Ready,Normal,Yes,No,comedy,No,No,No,Salman Khan,Anees Bazmee,Pritam,2300,610000000,1833987500,3.006536885,2011,145,4.8,16937
Shuddh Desi Romance,Holiday,No,No,rom__com,Yes,No,No,Sushant Singh Rajput,Maneesh Sharma,Sachin - Jigar,1050,250000000,751180000,3.00472,2013,141,6.0,8447
Dhoom 3,Normal,No,Yes,action,No,No,No,Aamir Khan,Vijay Krishna Acharya,Pritam,3650,1750000000,5243760000,2.996434286,2013,172,5.4,43831
Dabangg 2,Holiday,No,Yes,action,No,Yes,No,Salman Khan,Arbaaz Khan,Sajid - Wajid,3400,840000000,2492350000,2.967083333,2012,120,4.8,16920
Dum Laga Ke Haisha,Normal,No,No,comedy,No,No,No,Ayushman Khurana,Sharat Katariya,Anu Malik,775,140000000,414537500,2.960982143,2015,110,7.5,18540
Mere Brother Ki Dulhan,Holiday,No,No,rom__com,No,Yes,No,Imran Khan,Ali Abbas Zafar,Sohail Sen,1650,320000000,938420000,2.9325625,2011,139,5.8,8946
Cheeni Kum,Normal,No,No,rom__com,No,Yes,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,250,110000000,322200000,2.929090909,2007,140,6.8,4997
Heropanti,Normal,Yes,No,action,Yes,No,Yes,Tiger Shroff,Sabbir Khan,Mustafa Zahid,2200,250000000,726075000,2.9043,2014,146,5.3,8372
Paan Singh Tomar,Normal,No,No,drama,No,No,No,Irrfan Khan,Tigmanshu Dhulia,Abhishek Ray,300,70000000,201800000,2.882857143,2012,135,8.2,34161
Ki & Ka,Normal,No,No,rom__com,No,No,No,Kareena Kapoor,R. Balki,Mithoon,1600,350000000,993000000,2.837142857,2016,126,5.8,5407
Sarkar,Normal,No,No,drama,No,No,No,Amitabh Bachchan,Ram Gopal Verma,Bappi - Tutal,425,140000000,393047500,2.807482143,2005,124,7.6,16038
New York,Normal,No,No,thriller,No,No,No,John Abraham,Kabir Khan,Pritam,1200,280000000,783367500,2.797741071,2009,153,6.8,10553
Talvar,Holiday,No,No,drama,No,No,No,Irrfan Khan,Meghna Gulzar,Vishal Bhardwaj,675,170000000,471780000,2.775176471,2015,132,8.2,32313
Agneepath,Holiday,Yes,No,action,No,Yes,No,Hrithik Roshan,Karan Malhotra,Ajay - Atul,2600,710000000,1943275000,2.737007042,2012,174,6.9,22895
Secret Superstar,Holiday,No,No,drama,Yes,Yes,No,Zaira Wasim,Advait Chandan,Amit Trivedi,1750,450000000,1225350000,2.723,2017,150,7.8,21923
Badlapur,Normal,No,No,thriller,No,No,No,Varun Dhawan,Sriram Raghavan,Sachin - Jigar,1700,290000000,789020000,2.720758621,2015,134,7.4,22324
Mardaani,Normal,No,No,thriller,No,No,No,Rani Mukherjee,Pradeep Sarkar,Salim - Sulaiman,1250,210000000,567190000,2.700904762,2014,113,7.3,11913
Jab Tak Hai Jaan,Holiday,No,No,love_story,No,No,No,Shahrukh Khan,Yash Chopra,A.R. Rehman,2450,780000000,2102642500,2.695695513,2012,176,6.7,52231
Tiger Zinda Hai,Holiday,No,Yes,action,No,No,No,Salman Khan,Ali Abbas Zafar,Vishal - Shekhar,4600,2100000000,5651020000,2.690961905,2017,161,5.9,25732
Tanu Weds Manu,Holiday,No,No,love_story,No,No,Yes,R. Madhavan,Anand L. Rai,Krsna,850,210000000,564135000,2.686357143,2011,113,6.8,13804
Bachna Ae Haseeno,Holiday,No,No,rom__com,No,No,No,Ranbir Kapoor,Siddharth Anand,Vishal - Shekhar,800,230000000,615725000,2.677065217,2008,152,6.1,10674
Dhamaal,Normal,No,No,comedy,No,No,No,Riteish Deshmukh,Indra Kumar,Adnan Sami,800,190000000,507330000,2.670157895,2007,136,7.3,13878
Don 2,Holiday,No,Yes,action,No,No,No,Shahrukh Khan,Farhan Akhtar,Shankar - Ehsaan - Loy,2850,760000000,2028100000,2.668552632,2011,148,7.1,50435
Wake Up Sid,Holiday,No,No,drama,No,Yes,No,Ranbir Kapoor,Ayan Mukherji,Amit Trivedi,500,180000000,471075000,2.617083333,2009,138,7.6,29167
Housefull 2,Holiday,No,Yes,comedy,No,No,No,Akshay Kumar,Sajid Khan,Sajid - Wajid,2650,720000000,1884050000,2.616736111,2012,145,5.3,13576
Raanjhanaa,Normal,No,No,love_story,Yes,No,No,Dhanush,Anand L. Rai,A.R. Rehman,1450,360000000,941342500,2.614840278,2013,140,7.6,30344
Bhool Bhulaiyaa,Holiday,Yes,No,comedy,No,No,No,Akshay Kumar,Priyadarshan,Pritam,1050,320000000,828377500,2.588679688,2007,159,7.3,22777
Fukrey,Normal,No,No,comedy,No,No,No,Pulkit Samrat,Mrighdeep Singh Lamba,Ram Sampath,1000,190000000,490175000,2.579868421,2013,139,6.9,10762
Rowdy Rathore,Holiday,Yes,No,action,No,No,No,Akshay Kumar,Prabhu Deva,Sajid - Wajid,2800,770000000,1984775000,2.57762987,2012,140,5.7,21097
Life In A Metro,Normal,No,No,drama,No,No,No,Irrfan Khan,Anurag Basu,Pritam,225,95000000,244535000,2.574052632,2007,132,7.4,11346
Tumhari Sulu,Normal,No,No,drama,No,Yes,Yes,Vidya Balan,Suresh Triveni,Santanu Ghatak,1200,200000000,513900000,2.5695,2017,150,7.0,4761
Kalyug,Normal,No,No,drama,Yes,Yes,No,Kunal Khemu,Mohit Suri,Anu Malik,225,40000000,102622000,2.56555,2005,126,6.5,2566
Shootout At Lokhandwala,Normal,No,No,action,No,No,Yes,Vivek Oberoi,Apoorva Lakhia,Strings,800,180000000,460430000,2.557944444,2007,122,7.1,9607
Zindagi Na Milegi Dobara,Normal,No,No,drama,No,No,No,Hrithik Roshan,Zoya Akhtar,Shankar - Ehsaan - Loy,1400,600000000,1531610000,2.552683333,2011,155,8.2,70344
Kaal,Holiday,No,No,thriller,No,Yes,No,Ajay Devgn,Soham Shah,Salim - Sulaiman,450,130000000,331175000,2.5475,2005,126,4.6,5039
Kick,Holiday,Yes,No,action,No,Yes,No,Salman Khan,Sajid Nadiadwala,Honey Singh,3800,1400000000,3518000000,2.512857143,2014,146,5.3,26761
Yaariyan,Normal,No,No,love_story,Yes,Yes,No,Himansh Kohli,Divya Khosla,Honey Singh,1400,210000000,524050000,2.49547619,2014,145,2.7,3187
Iqbal,Holiday,No,No,drama,No,No,No,Shreyas Talpade,Nagesh Kukunoor,Salim - Sulaiman,70,22500000,56068750,2.491944444,2005,132,8.1,16185
Welcome,Holiday,No,No,comedy,No,No,No,Akshay Kumar,Anees Bazmee,Sajid - Wajid,1250,480000000,1194975000,2.48953125,2007,159,6.9,19527
Housefull,Holiday,No,No,comedy,No,No,No,Akshay Kumar,Sajid Khan,Shankar - Ehsaan - Loy,1700,470000000,1163035000,2.474542553,2010,144,5.5,13169
Bajirao Mastani,Normal,No,No,drama,No,No,No,Ranveer Singh,Sanjay Leela Bhansali,Sanjay Leela Bhansali,2700,1450000000,3562025000,2.456568966,2015,158,7.2,32073
Ragini MMS,Normal,No,No,horror,No,Yes,No,Rajkummar Rao,Pawan Kirpalani,Agnel Roman,650,60000000,146800000,2.446666667,2011,93,4.9,2489
Talaash,Normal,No,No,thriller,No,No,No,Aamir Khan,Reema Kagti,Ram Sampath,2550,710000000,1729717500,2.436221831,2012,140,7.2,40234
Once Upon A Time In Mumbaai,Normal,No,No,drama,No,No,No,Ajay Devgn,Milan Luthria,Pritam,1400,350000000,851780000,2.433657143,2010,134,7.4,16677
Double Dhamaal,Normal,No,Yes,comedy,No,No,No,Sanjay Dutt,Indra Kumar,Anand Raj Anand,1800,290000000,705450000,2.432586207,2011,138,3.8,3642
Ferrari Ki Sawaari,Normal,No,No,drama,No,Yes,No,Sharman Joshi,Rajesh Mapuskar,Pritam,875,200000000,484500000,2.4225,2012,140,6.4,5138
Bol Bachchan,Normal,No,No,comedy,No,No,No,Ajay Devgn,Rohit Shetty,Ajay - Atul,2500,660000000,1596640000,2.419151515,2012,155,5.5,8367
No One Killed Jessica,Normal,No,No,thriller,No,No,No,Vidya Balan,Raj Kumar Gupta,Amit Trivedi,950,190000000,457235000,2.4065,2011,136,7.2,11199
Kai Po Che,Holiday,No,No,drama,Yes,No,No,Sushant Singh Rajput,Abhishek Kapoor,Amit Trivedi,900,300000000,721620000,2.4054,2013,120,7.8,34048
Hasee Toh Phasee,Normal,No,No,rom__com,No,Yes,No,Sidharth Malhotra,Vinil Mathew,Vishal - Shekhar,1300,260000000,617420000,2.374692308,2014,141,6.8,13936
Cocktail,Normal,No,No,rom__com,No,No,No,Saif Ali Khan,Homi Adajania,Pritam,1600,530000000,1252347500,2.362919811,2012,146,6.3,13486
Gunday,Holiday,No,No,masala,No,No,No,Ranveer Singh,Ali Abbas Zafar,Sohail Sen,2700,510000000,1198220000,2.34945098,2014,152,2.4,58144
Ae Dil Hai Mushkil,Holiday,No,No,love_story,No,No,Yes,Ranbir Kapoor,Karan Johar,Pritam,2850,980000000,2295622500,2.342471939,2016,158,5.8,21661
Heyy Babyy,Holiday,Yes,No,comedy,No,Yes,No,Akshay Kumar,Sajid Khan,Shankar - Ehsaan - Loy,1000,360000000,839390000,2.331638889,2007,144,6.0,13705
Paa,Normal,No,No,drama,No,No,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,600,210000000,489325000,2.330119048,2009,133,7.2,11492
Aksar,Normal,No,No,thriller,No,No,No,Emraan Hashmi,Anant Mahadevan,Himesh Reshammiya,325,52500000,121800000,2.32,2006,135,4.8,1152
Paheli,Normal,No,No,drama,No,No,No,Shahrukh Khan,Amol Palekar,M.M. Kreem,350,140000000,324535000,2.318107143,2005,140,6.5,12727
Traffic Signal,Holiday,No,No,drama,No,No,No,Kunal Khemu,Madhur Bhandarkar,Shamir Tandon,325,52500000,121120000,2.307047619,2007,130,6.5,1544
Ta Ra Rum Pum,Normal,No,No,drama,No,No,No,Saif Ali Khan,Siddharth Anand,Vishal - Shekhar,725,300000000,691450000,2.304833333,2007,153,5.6,4409
Namastey London,Normal,No,No,love_story,No,No,No,Akshay Kumar,Vipul Amrutlal Shah,Himesh Reshammiya,775,310000000,714102500,2.303556452,2007,128,7.1,20942
Golmaal Returns,Holiday,No,Yes,comedy,No,No,Yes,Ajay Devgn,Rohit Shetty,Ashish Pandit,1250,350000000,800080000,2.285942857,2008,135,5.1,7236
Happy New Year,Holiday,No,No,masala,No,No,No,Shahrukh Khan,Farah Khan,Vishal - Shekhar,3850,1500000000,3427610000,2.285073333,2014,180,5.0,34890
My Name Is Khan,Holiday,No,No,drama,No,No,No,Shahrukh Khan,Karan Johar,Shankar - Ehsaan - Loy,1650,850000000,1931450000,2.272294118,2010,165,8.0,101014
Mary Kom,Holiday,No,No,drama,No,Yes,Yes,Priyanka Chopra,Omung Kumar,Shashi Suman,1900,380000000,861917500,2.268203947,2014,122,6.8,10089
Ajab Prem Ki Ghazab Kahani,Normal,No,No,comedy,No,No,No,Ranbir Kapoor,Rajkumar Santoshi,Pritam,1300,440000000,997375000,2.266761364,2009,150,6.4,13194
Dilwale,Normal,No,No,masala,No,No,No,Shahrukh Khan,Rohit Shetty,Pritam,3150,1650000000,3722315000,2.255948485,2015,158,5.1,32366
Ek Main Aur Ekk Tu,Normal,No,No,love_story,No,Yes,No,Kareena Kapoor,Shakun Batra,Amit Trivedi,1250,320000000,721100000,2.2534375,2012,110,5.7,6485
Race,Holiday,No,No,thriller,No,No,No,Saif Ali Khan,Abbas - Mustan,Pritam,1300,460000000,1034500000,2.248913043,2008,149,6.7,13516
Corporate,Normal,No,No,drama,No,No,No,Bipasha Basu,Madhur Bhandarkar,Shamir Tandon,250,67500000,150560000,2.230518519,2006,142,6.5,1957
Band Baaja Baaraat,Normal,No,No,rom__com,Yes,Yes,No,Ranveer Singh,Maneesh Sharma,Salim - Sulaiman,675,150000000,333000000,2.22,2010,139,7.2,15583
Zeher,Holiday,Yes,No,thriller,No,Yes,No,Emraan Hashmi,Mohit Suri,Roop Kumar Rathod,275,50000000,110631250,2.212625,2005,132,5.4,1937
Tees Maar Khan,Holiday,No,No,comedy,No,No,No,Akshay Kumar,Farah Khan,Vishal - Shekhar,2200,450000000,995145000,2.211433333,2010,135,2.6,11981
Sarkar Raj,Normal,No,Yes,action,No,No,No,Amitabh Bachchan,Ram Gopal Verma,Bappi - Tutal,1100,270000000,595535000,2.205685185,2008,125,6.7,7295
Khoobsurat,Normal,No,No,rom__com,Yes,No,No,Fawad Khan,Shashanka Ghosh,Sneha Khanwalkar,1150,230000000,506715000,2.203108696,2014,130,6.4,7877
Jolly LLB 2,Holiday,No,Yes,comedy,No,No,Yes,Akshay Kumar,Subhash Kapoor,Manj Musik,3300,830000000,1827342500,2.20161747,2017,137,7.2,23030
Golmaal Again,Holiday,No,Yes,comedy,No,No,Yes,Ajay Devgn,Rohit Shetty,DJ Chetas,3300,1420000000,3110450000,2.190457746,2017,140,5.0,8423
Tere Naal Love Ho Gaya,Normal,No,No,rom__com,No,Yes,No,Riteish Deshmukh,Mandeep Kumar,Sachin - Jigar,1200,140000000,306262500,2.187589286,2012,130,5.8,4120
Apna Sapna Money Money,Normal,No,No,comedy,No,No,No,Riteish Deshmukh,Sangeeth Sivan,Pritam,450,95000000,207325000,2.182368421,2006,134,5.3,1921
Raees,Holiday,No,No,action,No,No,No,Shahrukh Khan,Rahul Dholakia,Ram Sampath,3400,1270000000,2725200000,2.145826772,2017,143,6.8,41441
Love Aaj Kal,Normal,No,No,rom__com,No,No,No,Saif Ali Khan,Imtiaz Ali,Pritam,1350,560000000,1195175000,2.134241071,2020,142,4.7,6994
Chup Chup Ke,Normal,No,No,comedy,No,No,No,Shahid Kapoor,Priyadarshan,Himesh Reshammiya,350,120000000,255800000,2.131666667,2006,164,6.8,9171
Bhagam Bhag,Holiday,No,No,comedy,No,No,No,Akshay Kumar,Priyadarshan,Pritam,750,320000000,678252500,2.119539063,2006,157,6.5,11651
Apaharan,Normal,No,No,action,No,No,No,Ajay Devgn,Prakash Jha,Aadesh Shrivastava,425,110000000,231650000,2.105909091,2005,173,7.4,4384
Wazir,Normal,No,No,thriller,No,No,Yes,Farhan Akhtar,Bejoy Nambiar,Gaurav Godkhindi,1550,360000000,757515000,2.104208333,2016,103,7.1,17809
Rocket Singh: Salesman Of The Year,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Shimit Amin,Salim - Sulaiman,800,160000000,336577500,2.103609375,2009,150,7.5,19343
Table No. 21,Normal,No,No,thriller,No,Yes,Yes,Rajeev Khandelwal,Aditya Datt,Gajendra Verma,850,85000000,177950000,2.093529412,2013,108,7.2,11709
Special 26,Normal,No,No,thriller,No,No,No,Akshay Kumar,Neeraj Pandey,M.M. Kreem,1600,500000000,1036240000,2.07248,2013,144,8.0,52354
1920,Holiday,No,No,horror,Yes,No,No,Rajneesh Duggal,Vikram Bhatt,Adnan Sami,525,70000000,145000000,2.071428571,2008,138,6.4,3100
Hate Story 2,Normal,No,Yes,thriller,Yes,No,Yes,Surveen Chawla,Vishal Pandya,Arko Pravo Mukherjee,1800,150000000,310700000,2.071333333,2014,130,4.4,2087
Singham Returns,Holiday,No,Yes,action,No,No,No,Ajay Devgn,Rohit Shetty,Honey Singh,3500,1050000000,2165697500,2.062569048,2014,142,5.7,7675
Viruddh... Family Comes First,Normal,No,No,drama,No,No,No,Amitabh Bachchan,Mahesh Manjrekar,Ajay - Atul,260,90000000,185125000,2.056944444,2005,132,7.1,2050
Prem Ratan Dhan Payo,Holiday,No,No,drama,No,No,No,Salman Khan,Sooraj Barjatya,Himesh Reshammiya,4200,1800000000,3654575000,2.030319444,2015,164,4.4,19913
Go Goa Gone,Normal,No,No,comedy,No,Yes,No,Saif Ali Khan,Raj Nidimoru,Sachin - Jigar,1100,190000000,384250000,2.022368421,2013,111,6.7,11942
